citizenId,name,gender,dob,occupation,incomeCategory,mobile
C02496,Citizen_2496,M,1974-01-09,Unemployed,Middle,9000002495
C02497,Citizen_2497,M,1963-02-05,Government Employee,High,9000002496
C02498,Citizen_2498,M,1989-02-01,Agricultural Labour,High,9000002497
C02499,Citizen_2499,M,1972-03-19,Unemployed,Low,9000002498
C02500,Citizen_2500,F,1965-03-01,Business Owner,High,9000002499
C02501,Citizen_2501,F,1960-08-24,Unemployed,Middle,9000002500
C02502,Citizen_2502,F,1974-12-25,Business Owner,Middle,9000002501
C02503,Citizen_2503,F,2006-01-10,Private Employee,Low,9000002502
C02504,Citizen_2504,F,1986-04-28,Business Owner,Middle,9000002503
C02505,Citizen_2505,M,1966-10-03,Student,Low,9000002504
C02506,Citizen_2506,M,1983-08-24,Government Employee,High,9000002505
C02507,Citizen_2507,F,1991-03-09,Government Employee,Middle,9000002506
C02508,Citizen_2508,F,1965-08-14,Private Employee,Low,9000002507
C02509,Citizen_2509,F,2008-02-24,Private Employee,Middle,9000002508
C02510,Citizen_2510,M,1985-08-01,Unemployed,Middle,9000002509
C02511,Citizen_2511,F,1982-12-26,Unemployed,Low,9000002510
C02512,Citizen_2512,M,1977-02-20,Retired,Middle,9000002511
C02513,Citizen_2513,F,1992-05-26,Business Owner,Middle,9000002512
C02514,Citizen_2514,F,1965-11-06,Farmer,High,9000002513
C02515,Citizen_2515,M,1983-01-02,Unemployed,Low,9000002514
C02516,Citizen_2516,F,1992-10-16,Business Owner,Low,9000002515
C02517,Citizen_2517,M,1975-06-28,Business Owner,Low,9000002516
C02518,Citizen_2518,F,1963-05-24,Unemployed,High,9000002517
C02519,Citizen_2519,F,1995-03-04,Private Employee,Low,9000002518
C02520,Citizen_2520,F,2010-11-14,Business Owner,High,9000002519
C02521,Citizen_2521,F,1970-06-09,Private Employee,Low,9000002520
C02522,Citizen_2522,F,2002-12-09,Business Owner,High,9000002521
C02523,Citizen_2523,M,2009-02-04,Retired,Low,9000002522
C02524,Citizen_2524,M,1993-03-15,Government Employee,Low,9000002523
C02525,Citizen_2525,F,1974-05-08,Student,High,9000002524
C02526,Citizen_2526,F,1992-09-26,Private Employee,High,9000002525
C02527,Citizen_2527,M,1993-09-09,Unemployed,High,9000002526
C02528,Citizen_2528,M,1985-07-09,Farmer,Middle,9000002527
C02529,Citizen_2529,M,1966-01-06,Agricultural Labour,Low,9000002528
C02530,Citizen_2530,F,1979-04-22,Business Owner,Low,9000002529
C02531,Citizen_2531,M,1975-01-04,Unemployed,Low,9000002530
C02532,Citizen_2532,F,1999-12-17,Unemployed,Low,9000002531
C02533,Citizen_2533,M,1991-03-04,Unemployed,Low,9000002532
C02534,Citizen_2534,M,1972-03-02,Government Employee,Low,9000002533
C02535,Citizen_2535,F,1995-10-20,Farmer,Low,9000002534
C02536,Citizen_2536,M,1977-01-01,Government Employee,Middle,9000002535
C02537,Citizen_2537,F,1967-04-04,Retired,High,9000002536
C02538,Citizen_2538,M,1997-08-25,Unemployed,Low,9000002537
C02539,Citizen_2539,M,2000-07-05,Student,High,9000002538
C02540,Citizen_2540,M,2006-09-09,Agricultural Labour,High,9000002539
C02541,Citizen_2541,F,2000-08-27,Student,Middle,9000002540
C02542,Citizen_2542,M,2000-02-03,Government Employee,Middle,9000002541
C02543,Citizen_2543,F,1974-06-17,Private Employee,High,9000002542
C02544,Citizen_2544,M,1961-08-06,Retired,High,9000002543
C02545,Citizen_2545,M,1990-03-25,Retired,High,9000002544
C02546,Citizen_2546,M,2005-04-15,Agricultural Labour,Middle,9000002545
C02547,Citizen_2547,M,1987-01-18,Agricultural Labour,High,9000002546
C02548,Citizen_2548,F,1969-03-07,Unemployed,Middle,9000002547
C02549,Citizen_2549,F,1991-02-18,Government Employee,Middle,9000002548
C02550,Citizen_2550,F,1974-01-15,Unemployed,High,9000002549
C02551,Citizen_2551,M,1960-03-26,Business Owner,High,9000002550
C02552,Citizen_2552,M,2003-12-23,Student,Middle,9000002551
C02553,Citizen_2553,F,1992-01-01,Private Employee,High,9000002552
C02554,Citizen_2554,F,2002-05-07,Private Employee,Low,9000002553
C02555,Citizen_2555,F,1971-03-27,Agricultural Labour,Middle,9000002554
C02556,Citizen_2556,M,2010-07-20,Unemployed,High,9000002555
C02557,Citizen_2557,F,1989-05-13,Retired,Low,9000002556
C02558,Citizen_2558,F,1988-11-22,Student,Low,9000002557
C02559,Citizen_2559,F,1999-12-04,Government Employee,High,9000002558
C02560,Citizen_2560,F,2004-12-05,Agricultural Labour,Middle,9000002559
C02561,Citizen_2561,M,2007-02-27,Unemployed,Middle,9000002560
C02562,Citizen_2562,M,1984-02-01,Retired,Low,9000002561
C02563,Citizen_2563,M,1972-06-02,Business Owner,Low,9000002562
C02564,Citizen_2564,F,1973-12-24,Agricultural Labour,High,9000002563
C02565,Citizen_2565,M,1996-03-10,Business Owner,High,9000002564
C02566,Citizen_2566,M,1974-01-01,Business Owner,Low,9000002565
C02567,Citizen_2567,F,1998-02-27,Farmer,Middle,9000002566
C02568,Citizen_2568,M,1962-03-04,Student,Low,9000002567
C02569,Citizen_2569,F,1990-12-12,Unemployed,High,9000002568
C02570,Citizen_2570,F,1985-12-26,Government Employee,Low,9000002569
C02571,Citizen_2571,F,1974-05-18,Agricultural Labour,Low,9000002570
C02572,Citizen_2572,M,1980-01-27,Agricultural Labour,Middle,9000002571
C02573,Citizen_2573,F,1986-05-25,Private Employee,Middle,9000002572
C02574,Citizen_2574,F,1967-06-16,Government Employee,High,9000002573
C02575,Citizen_2575,F,1980-12-25,Agricultural Labour,Low,9000002574
C02576,Citizen_2576,M,1988-08-11,Agricultural Labour,Low,9000002575
C02577,Citizen_2577,M,1997-06-25,Retired,High,9000002576
C02578,Citizen_2578,M,1981-06-09,Private Employee,Middle,9000002577
C02579,Citizen_2579,M,2008-11-26,Retired,Low,9000002578
C02580,Citizen_2580,M,2006-07-01,Private Employee,Middle,9000002579
C02581,Citizen_2581,F,1987-12-27,Student,Middle,9000002580
C02582,Citizen_2582,F,2009-08-15,Private Employee,Low,9000002581
C02583,Citizen_2583,F,1964-08-04,Farmer,Middle,9000002582
C02584,Citizen_2584,M,1963-09-15,Agricultural Labour,Middle,9000002583
C02585,Citizen_2585,F,1976-11-16,Government Employee,Middle,9000002584
C02586,Citizen_2586,M,1973-02-16,Student,Middle,9000002585
C02587,Citizen_2587,M,1993-01-25,Private Employee,Middle,9000002586
C02588,Citizen_2588,F,1964-05-17,Student,High,9000002587
C02589,Citizen_2589,F,2002-03-13,Farmer,Low,9000002588
C02590,Citizen_2590,M,1981-05-25,Unemployed,High,9000002589
C02591,Citizen_2591,F,1969-08-06,Business Owner,Low,9000002590
C02592,Citizen_2592,F,1986-07-09,Private Employee,Low,9000002591
C02593,Citizen_2593,F,2001-07-22,Government Employee,Low,9000002592
C02594,Citizen_2594,F,1964-12-07,Student,Low,9000002593
C02595,Citizen_2595,F,1990-07-23,Private Employee,Middle,9000002594
C02596,Citizen_2596,M,1973-09-14,Retired,High,9000002595
C02597,Citizen_2597,M,1986-11-23,Farmer,Middle,9000002596
C02598,Citizen_2598,F,1997-11-08,Private Employee,Low,9000002597
C02599,Citizen_2599,F,2009-06-25,Government Employee,Middle,9000002598
C02600,Citizen_2600,M,1982-01-22,Private Employee,Middle,9000002599
C02601,Citizen_2601,M,1996-07-24,Agricultural Labour,Middle,9000002600
C02602,Citizen_2602,F,1987-05-25,Farmer,Middle,9000002601
C02603,Citizen_2603,M,2003-11-24,Student,Middle,9000002602
C02604,Citizen_2604,F,1963-12-16,Retired,Middle,9000002603
C02605,Citizen_2605,F,1982-05-06,Unemployed,Low,9000002604
C02606,Citizen_2606,M,1975-09-09,Private Employee,Low,9000002605
C02607,Citizen_2607,F,1973-07-24,Private Employee,Middle,9000002606
C02608,Citizen_2608,M,1971-01-23,Private Employee,Low,9000002607
C02609,Citizen_2609,M,1990-02-04,Agricultural Labour,Middle,9000002608
C02610,Citizen_2610,F,2001-08-14,Agricultural Labour,Middle,9000002609
C02611,Citizen_2611,M,1987-03-02,Business Owner,Low,9000002610
C02612,Citizen_2612,F,1967-05-09,Unemployed,High,9000002611
C02613,Citizen_2613,M,1962-06-06,Agricultural Labour,Middle,9000002612
C02614,Citizen_2614,M,1973-10-28,Private Employee,Low,9000002613
C02615,Citizen_2615,M,1971-12-14,Farmer,Low,9000002614
C02616,Citizen_2616,F,1971-11-13,Business Owner,Middle,9000002615
C02617,Citizen_2617,M,1963-07-18,Farmer,Low,9000002616
C02618,Citizen_2618,F,1989-01-07,Agricultural Labour,Middle,9000002617
C02619,Citizen_2619,M,1988-01-11,Farmer,Low,9000002618
C02620,Citizen_2620,F,1997-04-07,Private Employee,Middle,9000002619
C02621,Citizen_2621,F,1971-05-09,Unemployed,High,9000002620
C02622,Citizen_2622,M,1967-08-06,Business Owner,Middle,9000002621
C02623,Citizen_2623,F,1975-09-01,Government Employee,High,9000002622
C02624,Citizen_2624,M,2007-07-25,Student,Middle,9000002623
C02625,Citizen_2625,M,1970-06-20,Student,Low,9000002624
C02626,Citizen_2626,M,2007-10-08,Private Employee,Middle,9000002625
C02627,Citizen_2627,M,2008-08-06,Agricultural Labour,Low,9000002626
C02628,Citizen_2628,M,1984-04-12,Farmer,Middle,9000002627
C02629,Citizen_2629,F,1963-03-27,Unemployed,High,9000002628
C02630,Citizen_2630,F,1988-07-21,Student,Low,9000002629
C02631,Citizen_2631,F,1970-09-21,Business Owner,Middle,9000002630
C02632,Citizen_2632,M,1997-08-09,Student,Low,9000002631
C02633,Citizen_2633,F,2006-01-17,Unemployed,Middle,9000002632
C02634,Citizen_2634,M,1986-12-16,Student,Middle,9000002633
C02635,Citizen_2635,M,1970-01-18,Farmer,High,9000002634
C02636,Citizen_2636,M,1996-03-20,Farmer,Low,9000002635
C02637,Citizen_2637,M,2009-02-12,Business Owner,Low,9000002636
C02638,Citizen_2638,M,1977-05-18,Farmer,High,9000002637
C02639,Citizen_2639,M,1971-03-12,Government Employee,Low,9000002638
C02640,Citizen_2640,M,1971-01-06,Government Employee,Middle,9000002639
C02641,Citizen_2641,M,1962-03-26,Student,High,9000002640
C02642,Citizen_2642,F,1982-01-04,Government Employee,Middle,9000002641
C02643,Citizen_2643,F,1981-12-22,Farmer,Low,9000002642
C02644,Citizen_2644,F,1997-09-27,Business Owner,High,9000002643
C02645,Citizen_2645,M,1999-04-25,Government Employee,Low,9000002644
C02646,Citizen_2646,M,1978-04-13,Private Employee,High,9000002645
C02647,Citizen_2647,F,1968-01-26,Farmer,Middle,9000002646
C02648,Citizen_2648,M,1967-03-27,Business Owner,Middle,9000002647
C02649,Citizen_2649,M,1970-10-02,Retired,Middle,9000002648
C02650,Citizen_2650,F,1980-10-20,Private Employee,Low,9000002649
C02651,Citizen_2651,M,1969-04-16,Unemployed,Low,9000002650
C02652,Citizen_2652,M,1990-08-10,Student,Middle,9000002651
C02653,Citizen_2653,M,1964-01-13,Private Employee,High,9000002652
C02654,Citizen_2654,F,2001-02-19,Government Employee,Middle,9000002653
C02655,Citizen_2655,F,1999-02-19,Private Employee,Low,9000002654
C02656,Citizen_2656,F,1988-02-23,Government Employee,Low,9000002655
C02657,Citizen_2657,F,1983-04-24,Unemployed,Low,9000002656
C02658,Citizen_2658,F,1977-08-11,Private Employee,High,9000002657
C02659,Citizen_2659,F,1976-07-04,Private Employee,High,9000002658
C02660,Citizen_2660,M,1999-07-04,Retired,Low,9000002659
C02661,Citizen_2661,M,1960-10-19,Private Employee,High,9000002660
C02662,Citizen_2662,F,1980-03-09,Farmer,Low,9000002661
C02663,Citizen_2663,M,2005-02-03,Student,High,9000002662
C02664,Citizen_2664,M,1981-06-01,Student,Low,9000002663
C02665,Citizen_2665,F,1973-12-25,Private Employee,Low,9000002664
C02666,Citizen_2666,M,1979-04-22,Farmer,High,9000002665
C02667,Citizen_2667,F,1991-10-15,Private Employee,Middle,9000002666
C02668,Citizen_2668,F,1998-03-12,Business Owner,Low,9000002667
C02669,Citizen_2669,M,1965-09-18,Government Employee,High,9000002668
C02670,Citizen_2670,F,2000-11-11,Agricultural Labour,High,9000002669
C02671,Citizen_2671,M,2007-01-10,Retired,Middle,9000002670
C02672,Citizen_2672,M,1987-08-21,Unemployed,High,9000002671
C02673,Citizen_2673,M,1973-04-25,Private Employee,High,9000002672
C02674,Citizen_2674,F,1982-02-12,Farmer,Low,9000002673
C02675,Citizen_2675,F,1989-12-18,Business Owner,Middle,9000002674
C02676,Citizen_2676,F,1963-09-11,Student,High,9000002675
C02677,Citizen_2677,M,2007-09-06,Student,High,9000002676
C02678,Citizen_2678,F,2005-08-05,Unemployed,Low,9000002677
C02679,Citizen_2679,M,2007-09-09,Unemployed,Middle,9000002678
C02680,Citizen_2680,M,2002-10-25,Private Employee,Middle,9000002679
C02681,Citizen_2681,F,1973-11-28,Student,High,9000002680
C02682,Citizen_2682,F,1965-10-13,Private Employee,High,9000002681
C02683,Citizen_2683,M,1971-03-28,Student,Low,9000002682
C02684,Citizen_2684,M,1994-03-12,Unemployed,Low,9000002683
C02685,Citizen_2685,F,1988-03-18,Unemployed,Low,9000002684
C02686,Citizen_2686,F,1971-11-01,Agricultural Labour,Low,9000002685
C02687,Citizen_2687,M,1975-05-03,Business Owner,High,9000002686
C02688,Citizen_2688,M,1998-01-26,Farmer,High,9000002687
C02689,Citizen_2689,F,1985-03-27,Retired,Low,9000002688
C02690,Citizen_2690,M,1986-07-01,Business Owner,Middle,9000002689
C02691,Citizen_2691,M,1997-06-14,Government Employee,Low,9000002690
C02692,Citizen_2692,M,1990-05-21,Farmer,Low,9000002691
C02693,Citizen_2693,M,1999-02-02,Agricultural Labour,High,9000002692
C02694,Citizen_2694,M,1975-06-25,Government Employee,High,9000002693
C02695,Citizen_2695,M,1968-03-10,Retired,Low,9000002694
C02696,Citizen_2696,M,1997-04-13,Farmer,High,9000002695
C02697,Citizen_2697,M,1986-01-17,Private Employee,Middle,9000002696
C02698,Citizen_2698,F,2002-01-11,Unemployed,Middle,9000002697
C02699,Citizen_2699,F,1967-11-24,Unemployed,Low,9000002698
C02700,Citizen_2700,F,1987-03-13,Business Owner,Low,9000002699
C02701,Citizen_2701,F,1960-01-19,Student,Low,9000002700
C02702,Citizen_2702,F,1971-04-09,Unemployed,Low,9000002701
C02703,Citizen_2703,F,1987-11-05,Government Employee,High,9000002702
C02704,Citizen_2704,M,1973-04-26,Unemployed,Low,9000002703
C02705,Citizen_2705,M,2001-10-09,Business Owner,High,9000002704
C02706,Citizen_2706,M,1987-05-05,Government Employee,High,9000002705
C02707,Citizen_2707,M,1984-06-09,Business Owner,Low,9000002706
C02708,Citizen_2708,M,1989-03-15,Retired,High,9000002707
C02709,Citizen_2709,F,1993-06-16,Unemployed,Low,9000002708
C02710,Citizen_2710,F,2004-04-26,Business Owner,High,9000002709
C02711,Citizen_2711,F,1971-10-02,Business Owner,Middle,9000002710
C02712,Citizen_2712,M,1990-06-28,Student,Low,9000002711
C02713,Citizen_2713,F,1961-02-27,Retired,High,9000002712
C02714,Citizen_2714,M,1971-05-23,Private Employee,Low,9000002713
C02715,Citizen_2715,M,1978-09-08,Retired,Middle,9000002714
C02716,Citizen_2716,F,2009-05-03,Retired,Low,9000002715
C02717,Citizen_2717,M,1977-06-14,Student,Low,9000002716
C02718,Citizen_2718,F,1996-05-15,Farmer,Low,9000002717
C02719,Citizen_2719,F,1978-09-12,Government Employee,Middle,9000002718
C02720,Citizen_2720,M,1986-09-19,Farmer,Middle,9000002719
C02721,Citizen_2721,F,1971-04-17,Unemployed,High,9000002720
C02722,Citizen_2722,F,1964-11-01,Farmer,High,9000002721
C02723,Citizen_2723,F,1974-09-28,Student,High,9000002722
C02724,Citizen_2724,F,1990-12-09,Private Employee,Low,9000002723
C02725,Citizen_2725,F,2006-05-08,Student,High,9000002724
C02726,Citizen_2726,M,1962-10-25,Government Employee,Middle,9000002725
C02727,Citizen_2727,M,1976-11-14,Farmer,Middle,9000002726
C02728,Citizen_2728,F,2001-11-14,Agricultural Labour,Middle,9000002727
C02729,Citizen_2729,M,1989-09-17,Business Owner,Middle,9000002728
C02730,Citizen_2730,M,1989-01-13,Unemployed,Low,9000002729
C02731,Citizen_2731,F,2001-06-14,Business Owner,Middle,9000002730
C02732,Citizen_2732,F,1968-11-13,Government Employee,Middle,9000002731
C02733,Citizen_2733,M,1983-11-10,Agricultural Labour,High,9000002732
C02734,Citizen_2734,F,1993-12-20,Farmer,Low,9000002733
C02735,Citizen_2735,M,1988-08-23,Private Employee,High,9000002734
C02736,Citizen_2736,M,1960-09-10,Student,Low,9000002735
C02737,Citizen_2737,F,2001-09-13,Farmer,Middle,9000002736
C02738,Citizen_2738,M,1983-07-25,Unemployed,Low,9000002737
C02739,Citizen_2739,F,1962-04-23,Government Employee,Middle,9000002738
C02740,Citizen_2740,F,1987-10-17,Government Employee,Low,9000002739
C02741,Citizen_2741,M,1985-08-21,Retired,High,9000002740
C02742,Citizen_2742,M,1961-07-16,Agricultural Labour,High,9000002741
C02743,Citizen_2743,M,1971-12-06,Unemployed,Middle,9000002742
C02744,Citizen_2744,F,1996-11-09,Agricultural Labour,High,9000002743
C02745,Citizen_2745,M,2009-09-15,Unemployed,Middle,9000002744
C02746,Citizen_2746,M,1992-06-22,Farmer,Middle,9000002745
C02747,Citizen_2747,F,2008-04-19,Unemployed,Low,9000002746
C02748,Citizen_2748,F,2003-03-23,Retired,Middle,9000002747
C02749,Citizen_2749,M,2007-06-26,Student,Low,9000002748
C02750,Citizen_2750,F,1996-03-05,Agricultural Labour,High,9000002749
C02751,Citizen_2751,F,1963-05-21,Unemployed,High,9000002750
C02752,Citizen_2752,M,1994-07-22,Retired,Low,9000002751
C02753,Citizen_2753,F,1985-04-06,Farmer,Low,9000002752
C02754,Citizen_2754,F,2008-03-19,Farmer,Middle,9000002753
C02755,Citizen_2755,M,1997-10-06,Agricultural Labour,High,9000002754
C02756,Citizen_2756,M,1991-02-18,Private Employee,Middle,9000002755
C02757,Citizen_2757,F,2009-04-25,Government Employee,Middle,9000002756
C02758,Citizen_2758,M,1989-12-01,Unemployed,Middle,9000002757
C02759,Citizen_2759,F,1970-07-19,Business Owner,Low,9000002758
C02760,Citizen_2760,M,1973-12-23,Government Employee,Low,9000002759
C02761,Citizen_2761,M,1980-05-22,Farmer,Low,9000002760
C02762,Citizen_2762,F,1982-10-20,Unemployed,Middle,9000002761
C02763,Citizen_2763,M,1984-10-06,Agricultural Labour,High,9000002762
C02764,Citizen_2764,F,1994-08-07,Farmer,Middle,9000002763
C02765,Citizen_2765,F,1998-09-06,Business Owner,Low,9000002764
C02766,Citizen_2766,F,2002-04-26,Farmer,High,9000002765
C02767,Citizen_2767,M,2010-12-22,Agricultural Labour,Middle,9000002766
C02768,Citizen_2768,M,1986-08-17,Farmer,Middle,9000002767
C02769,Citizen_2769,F,2001-05-22,Government Employee,High,9000002768
C02770,Citizen_2770,M,1981-11-17,Farmer,Low,9000002769
C02771,Citizen_2771,F,2001-05-25,Private Employee,High,9000002770
C02772,Citizen_2772,M,1981-01-07,Retired,Low,9000002771
C02773,Citizen_2773,M,1990-01-20,Private Employee,Middle,9000002772
C02774,Citizen_2774,F,1962-08-02,Government Employee,Low,9000002773
C02775,Citizen_2775,M,1993-11-28,Agricultural Labour,Middle,9000002774
C02776,Citizen_2776,M,1985-03-17,Private Employee,High,9000002775
C02777,Citizen_2777,F,1995-03-21,Business Owner,Middle,9000002776
C02778,Citizen_2778,F,2008-01-22,Farmer,Middle,9000002777
C02779,Citizen_2779,M,1993-09-22,Student,High,9000002778
C02780,Citizen_2780,M,2001-11-15,Business Owner,Low,9000002779
C02781,Citizen_2781,M,1986-09-01,Unemployed,High,9000002780
C02782,Citizen_2782,M,2006-10-13,Agricultural Labour,Low,9000002781
C02783,Citizen_2783,F,1985-07-05,Farmer,High,9000002782
C02784,Citizen_2784,M,1993-03-27,Farmer,Low,9000002783
C02785,Citizen_2785,M,1989-01-21,Private Employee,Middle,9000002784
C02786,Citizen_2786,M,2003-05-09,Business Owner,Low,9000002785
C02787,Citizen_2787,F,1998-07-21,Private Employee,High,9000002786
C02788,Citizen_2788,F,1981-09-22,Retired,Low,9000002787
C02789,Citizen_2789,M,1971-01-24,Business Owner,High,9000002788
C02790,Citizen_2790,M,1979-03-22,Student,Low,9000002789
C02791,Citizen_2791,F,1998-01-19,Agricultural Labour,Low,9000002790
C02792,Citizen_2792,M,1989-06-08,Farmer,Low,9000002791
C02793,Citizen_2793,F,1996-08-13,Farmer,Low,9000002792
C02794,Citizen_2794,F,2001-08-01,Private Employee,Middle,9000002793
C02795,Citizen_2795,M,1984-06-05,Business Owner,Low,9000002794
C02796,Citizen_2796,F,1982-04-23,Unemployed,Middle,9000002795
C02797,Citizen_2797,M,2004-09-27,Retired,Middle,9000002796
C02798,Citizen_2798,F,2003-01-08,Unemployed,High,9000002797
C02799,Citizen_2799,F,1992-09-05,Agricultural Labour,Middle,9000002798
C02800,Citizen_2800,F,1991-04-17,Student,Middle,9000002799
C02801,Citizen_2801,F,1986-03-07,Private Employee,Low,9000002800
C02802,Citizen_2802,F,1962-07-13,Retired,High,9000002801
C02803,Citizen_2803,F,1978-10-03,Private Employee,Middle,9000002802
C02804,Citizen_2804,F,1996-08-28,Private Employee,Low,9000002803
C02805,Citizen_2805,M,1976-03-20,Unemployed,Low,9000002804
C02806,Citizen_2806,M,1986-10-20,Private Employee,Low,9000002805
C02807,Citizen_2807,F,1986-07-03,Retired,High,9000002806
C02808,Citizen_2808,F,1971-04-12,Unemployed,High,9000002807
C02809,Citizen_2809,M,1997-12-20,Government Employee,Low,9000002808
C02810,Citizen_2810,F,2008-09-24,Retired,Middle,9000002809
C02811,Citizen_2811,F,2005-08-15,Private Employee,Middle,9000002810
C02812,Citizen_2812,F,1960-05-04,Government Employee,Middle,9000002811
C02813,Citizen_2813,M,1963-09-28,Business Owner,High,9000002812
C02814,Citizen_2814,M,1966-06-07,Government Employee,High,9000002813
C02815,Citizen_2815,M,1969-03-13,Farmer,Low,9000002814
C02816,Citizen_2816,M,1964-05-10,Farmer,High,9000002815
C02817,Citizen_2817,F,1985-03-27,Agricultural Labour,Middle,9000002816
C02818,Citizen_2818,M,1962-05-24,Agricultural Labour,Low,9000002817
C02819,Citizen_2819,F,1967-01-07,Retired,Middle,9000002818
C02820,Citizen_2820,M,2000-09-16,Private Employee,Low,9000002819
C02821,Citizen_2821,F,2001-06-27,Unemployed,Middle,9000002820
C02822,Citizen_2822,M,2007-11-23,Private Employee,Middle,9000002821
C02823,Citizen_2823,M,1981-10-23,Private Employee,Low,9000002822
C02824,Citizen_2824,M,1974-06-27,Government Employee,Low,9000002823
C02825,Citizen_2825,F,1987-07-20,Agricultural Labour,High,9000002824
C02826,Citizen_2826,F,1995-10-13,Private Employee,High,9000002825
C02827,Citizen_2827,M,2001-06-13,Private Employee,Low,9000002826
C02828,Citizen_2828,M,1990-11-12,Government Employee,High,9000002827
C02829,Citizen_2829,M,1988-10-14,Unemployed,Low,9000002828
C02830,Citizen_2830,F,1996-06-16,Private Employee,High,9000002829
C02831,Citizen_2831,F,1960-05-08,Business Owner,Middle,9000002830
C02832,Citizen_2832,F,1967-12-06,Student,Low,9000002831
C02833,Citizen_2833,M,2002-04-16,Student,Middle,9000002832
C02834,Citizen_2834,M,1960-01-16,Retired,Middle,9000002833
C02835,Citizen_2835,M,2001-03-03,Retired,Middle,9000002834
C02836,Citizen_2836,M,1974-07-03,Private Employee,Low,9000002835
C02837,Citizen_2837,M,2004-06-27,Agricultural Labour,High,9000002836
C02838,Citizen_2838,M,1993-08-07,Government Employee,Middle,9000002837
C02839,Citizen_2839,M,1972-05-24,Private Employee,Middle,9000002838
C02840,Citizen_2840,F,1977-08-10,Farmer,Middle,9000002839
C02841,Citizen_2841,F,1987-01-15,Unemployed,Low,9000002840
C02842,Citizen_2842,M,1980-02-01,Retired,Middle,9000002841
C02843,Citizen_2843,F,1964-10-03,Retired,High,9000002842
C02844,Citizen_2844,M,2004-09-28,Student,Low,9000002843
C02845,Citizen_2845,F,2004-04-22,Private Employee,High,9000002844
C02846,Citizen_2846,F,1965-05-12,Unemployed,Low,9000002845
C02847,Citizen_2847,F,1962-10-27,Agricultural Labour,High,9000002846
C02848,Citizen_2848,F,1992-01-12,Student,High,9000002847
C02849,Citizen_2849,M,2006-12-26,Agricultural Labour,Middle,9000002848
C02850,Citizen_2850,F,1976-05-23,Unemployed,High,9000002849
C02851,Citizen_2851,F,1975-10-22,Agricultural Labour,Middle,9000002850
C02852,Citizen_2852,M,2001-08-27,Retired,Low,9000002851
C02853,Citizen_2853,M,1978-01-19,Government Employee,Low,9000002852
C02854,Citizen_2854,F,1980-05-04,Business Owner,Low,9000002853
C02855,Citizen_2855,M,1998-12-18,Private Employee,Low,9000002854
C02856,Citizen_2856,M,1994-01-22,Government Employee,High,9000002855
C02857,Citizen_2857,F,1985-03-25,Farmer,Low,9000002856
C02858,Citizen_2858,F,1994-09-13,Business Owner,High,9000002857
C02859,Citizen_2859,M,2002-08-18,Farmer,Low,9000002858
C02860,Citizen_2860,F,1980-03-20,Student,Low,9000002859
C02861,Citizen_2861,F,1978-12-14,Government Employee,Low,9000002860
C02862,Citizen_2862,M,1981-12-14,Private Employee,Low,9000002861
C02863,Citizen_2863,M,1972-10-15,Business Owner,Middle,9000002862
C02864,Citizen_2864,M,1992-09-02,Unemployed,Middle,9000002863
C02865,Citizen_2865,M,1992-12-20,Retired,Low,9000002864
C02866,Citizen_2866,M,1962-11-23,Agricultural Labour,High,9000002865
C02867,Citizen_2867,M,1994-12-27,Business Owner,Low,9000002866
C02868,Citizen_2868,M,1965-04-22,Private Employee,Middle,9000002867
C02869,Citizen_2869,F,1966-02-11,Business Owner,High,9000002868
C02870,Citizen_2870,F,1995-01-11,Private Employee,Middle,9000002869
C02871,Citizen_2871,M,1971-11-04,Agricultural Labour,High,9000002870
C02872,Citizen_2872,F,1962-05-15,Private Employee,Low,9000002871
C02873,Citizen_2873,M,1980-04-20,Retired,High,9000002872
C02874,Citizen_2874,M,1990-08-09,Student,High,9000002873
C02875,Citizen_2875,F,1978-08-24,Farmer,High,9000002874
C02876,Citizen_2876,M,2000-04-03,Retired,Low,9000002875
C02877,Citizen_2877,F,1984-12-03,Student,High,9000002876
C02878,Citizen_2878,M,1996-05-14,Retired,Middle,9000002877
C02879,Citizen_2879,F,1968-07-06,Government Employee,Middle,9000002878
C02880,Citizen_2880,F,1960-06-08,Farmer,Low,9000002879
C02881,Citizen_2881,F,1964-12-18,Business Owner,Low,9000002880
C02882,Citizen_2882,M,1983-08-27,Retired,Low,9000002881
C02883,Citizen_2883,M,1984-09-13,Farmer,Middle,9000002882
C02884,Citizen_2884,M,1985-04-02,Unemployed,Middle,9000002883
C02885,Citizen_2885,M,1987-01-12,Farmer,Low,9000002884
C02886,Citizen_2886,M,2001-11-14,Business Owner,Low,9000002885
C02887,Citizen_2887,M,1960-04-19,Farmer,High,9000002886
C02888,Citizen_2888,M,1970-01-26,Government Employee,High,9000002887
C02889,Citizen_2889,M,1969-06-05,Farmer,High,9000002888
C02890,Citizen_2890,F,1981-03-23,Government Employee,Middle,9000002889
C02891,Citizen_2891,F,1996-08-23,Student,Low,9000002890
C02892,Citizen_2892,M,1996-11-27,Private Employee,Middle,9000002891
C02893,Citizen_2893,M,1963-10-23,Unemployed,Low,9000002892
C02894,Citizen_2894,M,1989-06-27,Retired,Middle,9000002893
C02895,Citizen_2895,F,1976-05-21,Private Employee,Low,9000002894
C02896,Citizen_2896,F,1978-12-18,Business Owner,High,9000002895
C02897,Citizen_2897,F,1981-04-17,Agricultural Labour,Low,9000002896
